ID,Group,Feature_1,Feature_2,Feature_3
ID564,C,2467.598977571711,393.02334016329576,790.7097637619377
ID473,C,2305.045099181283,415.9792718749355,408.09510869617
ID461,A,2545.7064800987173,427.4356323469865,7740.465573316393
ID758,C,2468.826004221234,404.09697447127604,243.7734878927331
ID533,B,1899.0644570448399,401.7967261147677,6269.717039779831
ID629,A,2999.645933724356,403.07424786095646,9161.205450017565
ID417,A,1990.3481744760738,393.41776016275156,6551.350566590487
ID296,B,2042.7234939055659,404.45879010799314,6586.404853576065
ID327,C,2284.704076828798,426.2498692847092,1111.4788392434168
ID458,C,2327.929091298917,406.515040212544,594.771961422849
ID329,B,2929.4413278445877,391.3579695895365,7490.4017122815985
ID420,B,2652.4138457878307,392.044159876292,7468.106954204715
ID752,B,2427.440058428458,432.6558460641367,7226.753517956622
ID677,A,2577.553668859686,371.1821107797502,8190.8268808526955
ID486,B,2673.532582560387,399.61165220116055,7187.2471315213015
ID289,B,2359.1076264653766,391.3711535531382,6989.236013460525
ID819,A,2611.2292057381146,412.4783273942799,8191.521896369655
ID830,C,2344.4930020918337,395.1248578907729,341.2224955960487
ID527,A,2078.1035738331584,389.5107346771896,6833.953915374725
ID858,C,2379.387560323906,407.45414783482323,1247.5515350659807
ID153,C,2782.7511630391677,421.512660058946,16.18984595898064
ID899,A,2538.935934498262,396.65573332293553,7641.155707293477
ID246,A,2694.4472951970397,381.61965848638266,8644.939438728796
ID243,B,2633.2759744913224,375.0457458823695,7961.872400528024
ID570,B,2869.2883911412346,394.133779074597,8223.50167604853
ID562,B,2463.570892863479,412.72838550849434,7416.345268621068
ID478,A,2608.328618003324,412.36507999963254,7962.765211925032
ID663,A,2774.917650263871,409.4338130917765,9117.616696993267
ID302,B,2830.367361659293,394.5696351366258,8078.61558060214
ID617,C,2447.3235072233983,406.98476841338123,498.7491262621595
ID591,B,2594.5070497804923,408.88666389022404,7653.183497656677
ID717,C,2593.189044050991,413.9397302007196,984.0434911319262
ID500,B,1943.0360891483779,380.2096728096142,6166.639525539258
ID645,B,2327.5591029287334,399.0670483838132,7594.6947821460235
ID531,C,2578.973360717124,395.0960279870931,-6.796136125211433
ID190,C,2386.771665012217,402.8379317852636,414.42330604991366
ID727,A,3039.2844311986923,391.3705944927101,9653.673481795864
ID876,C,2709.746465554558,414.52489355444396,379.2673209363679
ID248,A,2803.7195406941814,370.8932362453469,9103.79392243475
ID685,A,2572.215427942859,388.304108902622,8409.746692140341
ID398,B,2609.934996063867,408.22094694569086,7264.9186516965
ID691,C,2549.641493773574,384.270672397658,493.98642477448857
ID847,C,2800.443801249346,398.5900609689297,-605.9032610341133
ID895,A,2194.982935863851,388.18100120506335,6830.130151043943
ID501,C,2733.37011085654,428.4951168437159,-86.70997058713738
ID714,B,2632.184708729134,395.6770725703772,7937.936445563571
ID737,B,2342.439408967816,373.0823534179416,7609.558376872055
ID594,A,3128.9816016458067,403.96140238923493,9684.119012576743
ID365,C,2725.9953207130807,405.057791835771,764.2013924782009
ID427,C,2911.13340371509,394.40920803332597,108.40585663807678
ID782,C,2272.772952849918,394.26463009794327,485.8889129199706
ID716,A,2571.623119279172,420.0051163440327,8363.363628005009
ID344,A,2614.117046921079,406.30399454871286,8579.787408583754
ID715,C,2050.67360666082,419.8601625976178,882.2674799503336
ID824,C,2360.84931632307,401.24163478342507,102.28856422463468
ID144,B,2150.3568837339067,386.2100327616937,6528.458508476544
ID806,A,2760.8480670523986,403.61593425734486,8943.768213278836
ID263,A,2848.8999772269626,408.2343338557591,8701.171968947692
ID293,B,1862.2333016602784,418.69931390047316,6078.996631983935
ID832,A,2893.184577679656,391.38124829485554,9339.912500355395
ID451,B,2562.2797298417063,390.15733805356376,8404.511750429774
ID776,C,3024.57641958809,409.3936367676291,92.14390429254036
ID475,A,1977.0768638492077,398.5284392445795,6537.022826366942
ID238,C,2211.0172804542244,429.87070965758835,419.28701409695327
ID456,C,2754.0469040009125,411.67176020550477,514.0136199915023
ID553,A,2523.0337924220325,389.262467377787,8087.116898584902
ID833,A,2368.500685614979,412.6758331709035,7440.996275730901
ID671,A,2046.253909632524,418.87667306739013,6318.278006481049
ID205,A,2406.1161229160443,394.2211372790913,8243.014578159171
ID140,C,2170.2120798321957,401.9011681198805,791.4849511937973
ID463,B,2234.2354593019763,385.6763207975583,7260.444401426083
ID851,B,2453.753086071747,408.9711437751188,7595.993409862664
ID362,B,2450.16932088245,384.9750259581159,7565.324110943728
ID282,A,2382.7686935726333,392.0275911204584,8144.676010643663
ID504,C,2872.8815012435025,401.4209423035793,-438.30347271460596
ID295,B,2603.3887372093054,401.8200704672683,7811.898633274655
ID637,C,2283.5183139912756,370.57607303338517,183.10986864593065
ID877,B,3187.5127079354334,388.136305303899,8979.516384521701
ID841,C,2035.7592014494346,401.4276843081205,1133.18207022765
ID223,B,2750.734690812655,408.38142603285195,7877.908556202741
ID802,A,2596.661031092644,388.3077237431543,8582.265113982354
ID245,C,2820.025796692481,380.2517549971617,-32.42778186150463
ID445,C,2803.421696901388,380.1339564956524,-59.19407394893642
ID741,C,2511.7483330527616,397.50858387253123,846.6892257611898
ID299,A,2620.7926941693167,402.47251967309114,8755.636945671355
ID457,B,2318.1272206843023,414.3263424441051,7362.370700986514
ID529,A,2341.981113639207,436.78757473562763,7613.893112194817
ID620,B,2872.0166484747374,383.32667394222864,8374.767319443596
ID183,A,2338.504594825903,408.8650120343918,7608.406775950823
ID211,A,2745.4474806090293,408.4772945054022,9128.609588314635
ID577,C,2393.241263697116,408.940309683674,687.1724189070005
ID643,C,2631.193652767359,386.1293170780973,448.5819751625736
ID568,C,2507.7173431176534,420.5520367942529,252.37452684201298
ID805,A,2239.489997982969,361.3432427503582,7503.385623198579
ID672,B,2285.5870737306536,381.4568659295605,6718.478123156099
ID342,C,2794.501256306168,383.5109075032052,7.723649952577489
ID390,C,2463.0188261636017,434.0078141061769,577.7386679609824
ID648,C,2344.5729999270347,382.5584709209941,258.6805795829398
ID891,B,2283.007383388613,424.8303732578075,7027.656689854569
ID229,C,2780.1687814979173,405.35084934716247,259.7477870956691
ID470,A,2726.195574385561,397.3279183175205,8762.84408399621
ID749,A,2715.6660143046697,404.3665285715346,8601.425648411328
ID113,B,2316.318383550694,397.1889629301152,6823.377159616036
ID661,A,2550.749016201954,388.34073621895084,8156.042846814575
ID879,B,2153.746653392229,374.1410519912956,6510.789182052787
ID678,B,1995.7560137824487,394.8641531338704,6639.317695051867
ID615,A,2467.1637115940293,386.67824103478506,8059.820953494627
ID552,B,2405.4351041408863,361.1341313403133,6925.384275124241
ID439,C,2948.1171244417624,408.84735110055044,-255.27251651875713
ID448,B,2898.1508435073806,399.5235453461557,8374.451753192561
ID859,A,2309.6128785955543,417.95547602474227,7348.210250662498
ID150,B,2472.125538727437,398.65181580168496,7744.997775856022
ID601,C,2804.694396788341,405.08422134989826,326.96267872721637
ID148,B,2552.4003613902487,389.40094792665656,7128.278146956359
ID796,B,2871.984306545197,392.36122359629644,8211.416374046055
ID199,B,2547.2339389779686,384.45884681406994,6821.204895447563
ID225,A,2202.6720207176327,372.93134830103327,7680.782371220999
ID314,B,2508.292866216149,408.6895250367142,7549.769160319689
ID120,C,2567.7471790452896,395.9126387205171,346.6157579520218
ID729,A,2334.2609940557068,368.1739433858214,7859.057437714411
ID709,A,2576.5332185713805,408.220109469981,7965.9136838902905
ID372,C,2341.0731412401256,390.43228994845487,595.0539629101129
ID510,C,3127.141736303772,422.2124010804047,-411.97223352783567
ID449,A,2643.5201794158256,391.88596375619005,8529.699708996672
ID679,B,2914.6298762379292,385.5249928362499,8430.409532845402
ID250,C,2928.485406018653,386.54670725032946,28.901385827900413
ID703,A,2267.985192237884,400.15373805048444,7476.763479938509
ID846,C,2083.3032723473407,409.9444812297883,777.5266144435836
ID886,A,2706.176827790935,401.4465862905997,9222.344001726326
ID235,B,2481.171601928686,397.9663359348308,7243.283433242862
ID890,C,2235.9375227130977,410.74031646807407,595.3550290414
ID762,A,2120.0477914228354,422.7969416032229,6778.500301862818
ID786,C,3347.157632446635,392.8374409096931,-257.0213772857601
ID880,A,2050.0177329393646,399.9357250674066,5683.93696526362
ID850,B,2552.3288216841415,392.7659703861136,7746.359043095775
ID202,A,2788.5601504318356,429.30914730452656,8994.9820546024
ID520,A,2715.820431296493,423.3558683165607,8048.260328874702
ID881,A,2227.2930461648243,387.0283150260691,7445.087151839356
ID237,A,2376.014869907701,379.4464696433326,7672.294650963226
ID700,A,2490.8164101744533,402.69223244958596,7765.202723706641
ID517,C,2576.0838488913196,382.88726384381846,726.6666347898285
ID109,B,2430.3151902296677,367.9953946509992,7145.534023287358
ID326,B,2729.8930445409364,393.69520624490457,7420.664968376193
ID436,C,2576.093233289719,409.0080119276705,308.5616977172517
ID760,A,2462.1705653639256,399.79879136570645,7648.156626295706
ID252,B,3039.7860170585755,404.26579473290144,8794.660292258948
ID821,A,2013.516710317299,407.0711658913615,7030.768677717307
ID896,B,2672.9352236728882,403.4215374929949,7930.415883137789
ID373,C,2563.7580909585117,381.3074870443571,671.4886030090624
ID472,B,2414.475006485761,378.587840384868,7086.85321529761
ID186,B,2283.000114885616,399.03164307065157,7740.223965018566
ID815,C,2593.5932822818313,394.8632544023904,86.8610441260571
ID719,A,3075.3791638401326,392.1222902981568,9571.238348762567
ID352,B,3104.3392885242642,385.1786091989384,8878.452998096702
ID826,C,2086.760998995939,391.4593684111686,870.6520679018963
ID145,B,2828.8032274669577,383.01088708769294,8222.953386418994
ID680,B,2623.1507443255105,418.33183863311893,7547.499373722994
ID756,C,2365.916324928503,385.26560425400646,670.8482460445421
ID575,A,2133.461508297326,400.38465837090496,6855.453880163466
ID515,C,2716.9398825417024,419.17269786085546,419.2405144981403
ID155,A,2729.100928072796,407.6819686279502,8765.550488547295
ID844,B,2839.694863490002,399.2812430403413,7864.370033369372
ID491,C,2309.29549670606,380.1124688351503,1127.0169570666828
ID754,B,2400.8029129104148,406.7766897031957,6849.298300300633
ID561,C,2554.6676986606635,403.29664694966846,169.21344939647497
ID423,A,2537.1912390781913,407.41721739463753,8667.16373366991
ID389,C,2772.846610276691,402.98706169480704,571.8389068763499
ID684,C,3375.854711016357,378.9842039836328,-619.02806294518
ID480,C,2482.791518250914,420.65556104072255,176.53999831075225
ID188,C,2431.432233834743,420.59277861034036,251.8681583926218
ID800,A,2794.240454070451,383.3220174981598,9285.241720723501
ID817,C,2393.7336415639156,391.5144132573405,260.9722603030191
ID781,B,2479.6351008264055,429.7543273949896,7632.984524143672
ID335,B,2549.7214539295733,422.10177914330893,8243.706942931514
ID744,C,2145.642494538363,398.3003676293621,568.0723897438952
ID339,B,2775.673302951658,405.90981953698406,8560.84416148429
ID868,A,2629.9452629018756,418.657254822122,8848.297178490373
ID702,B,2527.0290008206257,393.2690310533965,7464.862340634497
ID579,A,2728.7040066595932,388.5872663183949,9205.094323658766
ID135,A,2563.6509271589375,380.0971265437797,8193.512882402487
ID750,C,2005.7604298188126,367.79293424375305,911.7793234019671
ID523,A,2461.6668952680284,403.24555967079675,8363.688977817055
ID102,C,2450.5549044723352,387.86963497408925,314.68114384345836
ID652,B,2231.205407045907,400.37030389623317,6694.298852477874
ID633,C,2200.086745032814,402.3807060189393,595.0467043708959
ID884,A,2626.7741495521454,396.819943390733,8594.738736915864
ID321,C,3435.820354499895,417.79299891169376,-795.0751663835476
ID689,B,2448.1941948001945,389.1349823086822,7266.2947836223975
ID549,A,2268.7103530094155,402.52994391281214,7435.622813355682
ID474,C,2349.44041199201,378.306820605069,535.2257442261471
ID430,B,2462.0464573085283,399.399684547298,7509.440385077069
ID340,B,2656.962665361782,398.751149569761,7266.311919355472
ID827,A,2395.555296002055,401.51586368470146,7626.236191984668
ID705,B,2728.424248830132,398.21745454493134,7765.83974356697
ID865,C,2839.4616239464317,403.37739530425233,95.0595913419379
ID174,C,3003.495229243669,390.13345699698596,-605.7746735397325
ID131,C,2866.8891722524872,434.1407042967481,274.79894775009825
ID639,C,2078.340544903534,410.32656374020536,1544.5007219072843
ID267,B,2535.2654972389646,400.36321530091806,7254.1675693992
ID487,B,2572.678535772452,389.0018913645988,7711.188683130862
ID512,B,2590.056989887987,391.0099561898901,7663.410593575603
ID492,A,2732.427113060617,379.5059221640762,8360.162339421771
ID385,C,2439.6205957319116,403.4917502958615,595.3346864657165
ID499,C,2530.8503280027962,404.95493158913683,24.842537218758935
ID558,B,1805.118160467542,377.57430462627815,6295.127637264097
ID185,A,2722.3051331308566,394.7427724043765,8819.670098347986
ID268,B,2595.8431838032684,405.26619290125655,7449.4221084045275
ID718,A,2568.9301611502347,409.0142225310471,8648.006338924597
ID502,B,2524.950685039141,398.9947473391915,7461.878806903747
ID236,A,2078.3547540385857,417.5911334725492,6405.152902130307
ID167,C,2458.5232624636064,418.0082986370876,-264.1439758490992
ID194,A,2128.4148524881057,405.55543721179635,6081.515915859072
ID165,A,2856.6112470682097,396.1637942199682,9532.062712894749
ID320,B,2712.0056903625127,391.1323826268817,8144.986747867511
ID726,C,2725.6862112237986,399.8488806090832,691.610735896405
ID280,A,2138.7357797220347,376.2243829654442,7312.19007894401
ID198,A,2910.776346752553,388.08250291612944,9663.396146193872
ID592,C,2607.4535849818085,413.76270380100067,261.64292584895884
ID369,C,2414.1086394981244,384.8232177850781,155.21212061238202
ID712,B,2811.553344557581,393.6638147821147,7974.216776898373
ID124,A,2280.890444373805,408.2030691090812,6522.735560802135
ID253,C,2115.2037858368444,379.6035354572449,1337.8017924888723
ID129,B,2445.1650006373175,397.281563033635,7047.059390927841
ID606,C,2832.8133754478313,414.0431332317322,122.24139488474111
ID331,C,2709.979404269031,383.8747475987563,696.8871461529293
ID885,C,2591.1346507238477,393.5172093662674,321.3910792878196
ID632,A,2816.797417913268,390.502470601945,9342.51924465423
ID743,C,2258.282259743022,411.9560600483534,531.494514133823
ID761,A,1891.8145351180706,415.53414987366284,5496.566586241213
ID349,B,2579.8127545600287,392.44611549584283,7877.1390309632125
ID378,C,2802.6566357528977,412.0005824828879,5.5181484260047
ID438,B,2207.3120339790507,387.6965612377486,6634.849425756387
ID306,C,2877.9384844766355,414.1905210576306,-76.64665054185934
ID550,B,2450.79950230138,397.83689016993236,7411.594568352998
ID566,C,2786.9983150084718,411.0029499022498,31.174436067035913
ID386,A,2655.5984261608555,411.1239270173848,8666.176655208517
ID735,C,1766.1050559706264,375.07050895040595,1046.1612083574641
ID471,C,2955.4561226858664,417.01042244630287,-106.05406614984531
ID690,B,2244.928068292982,381.8892509745388,7316.737890475275
ID813,A,2433.2522090189445,377.05810073366894,7451.312060984452
ID104,A,2560.777405513786,419.09752783059565,8420.242926490642
ID206,B,2083.0676182963693,402.0792786548309,6627.359774964903
ID511,B,2848.410411769759,389.7328229223393,8099.671283630663
ID151,A,2762.0262630342763,428.78728648757334,8696.585382606298
ID387,C,2742.1517148977064,397.95377773556817,-906.0626897686188
ID738,A,2498.5320055362267,368.2969009731001,8048.766810537427
ID111,A,2451.9079218445104,413.83257902827637,7671.334204684229
ID288,B,2346.007284111506,410.4331720751589,6752.73030199461
ID273,B,2401.867181471922,391.2944201617781,7474.33381960885
ID409,A,2106.7734205777347,408.0737249785603,7090.3268576835135
ID426,C,2318.1676971719057,390.1744565373208,997.3732336527803
ID396,B,3115.6079546888886,400.78152035497885,9232.780892050305
ID634,B,2430.144700647251,395.9540981035377,7391.630614814649
ID746,A,2772.25963134603,421.01193192445515,8891.09586731709
ID775,B,2666.0271453200507,415.93662396192684,7445.29999334253
ID657,A,2608.9253860769204,390.5824878938622,8427.986588552047
ID882,C,1859.7773307858702,391.0220383415368,937.3628053792745
ID130,C,2701.1996867975454,373.5802354539477,299.49882229090144
ID872,C,2705.342854569828,405.5833392127223,611.6312258386597
ID628,A,1973.6045083122556,391.00068503775856,6197.5237275173895
ID164,A,2483.7666544541594,414.170080806571,8153.92789347215
ID494,A,2170.63587181633,385.2158248252015,7710.176889316707
ID674,A,2551.8637979644277,395.8966494246312,7773.184670094632
ID189,B,2105.2816760554138,412.66264639281087,6875.118974506322
ID668,A,2050.899963690418,437.5792227623417,6083.616650504008
ID567,A,2572.338642049397,390.66445645482946,8501.52408435398
ID699,B,2731.827681577597,402.29000580150887,7422.860182991848
ID870,B,2283.516174826093,417.0036669468655,6871.880952686266
ID490,C,2835.1778216343787,400.2044363050136,-203.5126844654419
ID495,B,2212.4468225054525,402.8387510394876,7034.314424628049
ID525,A,2620.10931006101,398.2163478325915,8630.231522539745
ID839,C,2877.630675664109,421.4085165976077,-133.50544338014015
ID401,B,2487.918504067184,376.2654508969143,7729.325510135664
ID535,C,2779.5238015890477,407.0067573902273,208.07448606632033
ID739,B,3206.381757332404,384.69227982525734,8839.435858477882
ID829,A,2374.7868644277073,394.84664992261054,8149.6649000546095
ID612,B,2626.2306495038015,423.841230964115,8128.819812158514
ID356,A,2434.748549208631,392.19199512892135,7617.7675392841265
ID118,A,2385.533205105742,424.7039710813925,7294.189720977274
ID742,A,2520.2879053382444,375.02508807157824,7796.749775960181
ID260,B,3019.0976702384096,406.2454180921421,8406.96869339298
ID460,A,2315.7591296455203,382.96535448010997,7606.219089427821
ID315,C,2682.5537041798525,399.3905388721654,-109.64084036614076
ID483,B,2639.3470854695797,395.14763405896474,8126.040089963131
ID605,A,2449.6398631862653,430.6704321984161,7718.360263545089
ID162,C,2477.615426746168,418.41777337477305,356.1863639326234
ID780,B,2889.8288757453065,410.57834148553087,7870.840136433864
ID708,A,2494.2018622897026,418.80817253993735,8135.1898096035475
ID361,B,3090.54582706532,430.3562271079318,8753.811848213467
ID759,B,2086.319479013457,396.7322345747476,6472.445547796493
ID820,B,2510.1927305355157,388.2917917897318,7278.528006694318
ID736,C,2537.341252369977,416.05894119548856,688.2943034209607
ID748,A,2624.098122714961,420.64343934489006,8535.38572285728
ID650,B,2476.4069596262498,408.5446858758085,7215.034780208218
ID777,C,2012.6971078292431,370.37726185864307,899.8084170513766
ID644,A,2633.0430952175775,405.99321929853755,8746.354321718527
ID816,A,2432.986268612928,401.35348321999044,7568.651383036845
ID497,B,2454.1483339506667,415.6568811754621,7179.482752698732
ID425,B,2208.3016659719824,410.1743662380332,6832.738869337473
ID437,A,2591.4939944527478,397.4242915203481,8510.167796625305
ID122,B,2446.85894307017,389.0845727169607,6973.083741924757
ID192,A,1954.6190722836,426.8657486225199,6092.099481639362
ID522,B,2178.028041280767,380.99085967961753,6335.769918352709
ID197,C,1912.416269362925,396.6732712359405,1144.877350269325
ID428,C,2561.996264449113,396.69570176282434,-223.11243803750585
ID843,B,2421.5962440432313,392.20149934290635,7775.781246143979
ID466,B,2635.3101319806656,403.8943094348755,7645.007500213545
ID358,B,2070.711225261415,361.8538627849949,6744.488790314088
ID429,C,2535.4300342126703,430.6956659040448,147.41052045461538
ID277,B,2479.624181284446,385.55839744014236,7780.361393195015
ID133,B,2285.9898735199404,401.66953290262035,6761.67527242528
ID159,A,2804.899273994846,411.1200969495508,9044.998599296294
ID818,C,2674.371281282112,396.9178339263826,100.52463972747955
ID247,A,3342.2926167021697,401.35463496302253,10965.781975769169
ID518,B,2434.6930684394915,380.09124362613005,7202.03479278152
ID728,A,3235.4383749020917,401.96005453007365,9875.052279749409
ID177,B,2547.0172586603776,396.83006236105126,7538.003430585241
ID539,A,3084.8576301784615,397.0177336077528,9769.027233179564
ID835,B,2370.1393030012937,419.2385412494876,7265.55040742445
ID317,A,2483.9082869297463,421.20215677846494,7611.393044834806
ID258,B,2186.598210909132,391.9051489069648,6391.614243023369
ID855,B,2608.2541048877356,382.0977003597685,7182.136948681378
ID900,A,2310.4770953492775,388.1558107551033,7646.672208393835
ID239,A,2699.4814510507117,421.2784689920565,8392.014642013737
ID169,A,2639.8088034405096,426.1960906322017,8203.856714166579
ID740,A,2212.9879479835945,390.2889919450557,6827.3783025516595
ID137,A,2424.07387675824,389.89690561654714,7485.959021576138
ID765,A,2175.6978418028684,417.3512278871663,7264.779595965383
ID862,C,2522.302786394657,376.97819573231203,332.0049985044784
ID419,B,2278.9999587008306,416.98060703480564,7314.90626818609
ID221,C,1942.8804235353687,417.37791019508035,966.570012682706
ID391,A,2131.0569131543434,410.30544600106657,6651.082407992673
ID218,A,2532.601055232335,378.12466765726043,8340.634648231422
ID112,A,2179.002222765628,374.28158572430675,6534.419076656453
ID596,A,2615.689933208469,408.8777223337546,8701.74224464373
ID175,A,2486.714637946637,387.9384834963428,7733.685670207731
ID123,A,2422.363357250003,383.58304762361917,8289.81786769846
ID447,B,2572.6780474837037,402.52702719290465,7639.374403106507
ID411,A,2695.29565540851,382.6342433645449,8843.358631804007
ID184,A,2511.4581010699744,405.2736100259563,7730.857114921797
ID364,A,2312.3655566526077,422.245032363549,6976.397072187312
ID600,B,2403.5274754337024,373.14276477585497,7721.126185383787
ID528,C,2597.3578056973906,389.9230528555499,332.6877031449212
ID379,A,2289.288994637271,412.87612436259457,7409.533605945218
